transaction_id,customer_id,transaction_timestamp,merchant_id,merchant_name,product_category,product_name,amount,fee_amount,cashback_amount,loyalty_points,payment_method,transaction_status,device_type,location_type,currency,updated_at
TXN_20251129_000001,USER_0655,2025-11-29 00:47:17,MERCH_0058,Merchant_0057,Groceries,Sugar 5kg,2971.18,50.79,110.03,192,UPI,Successful,Android,Urban,INR,2025-11-29 00:47:17
TXN_20251129_000002,USER_0239,2025-11-29 19:01:35,MERCH_0259,Merchant_0258,Groceries,Eggs Dozen,1574.57,28.83,63.73,156,Debit Card,Successful,iOS,Urban,INR,2025-11-29 19:01:35
TXN_20251129_000003,USER_0160,2025-11-29 10:06:05,MERCH_0111,Merchant_0110,Health,Vitamin Supplements,3455.38,70.44,45.7,331,UPI,Successful,Android,Rural,INR,2025-11-29 10:06:05
TXN_20251129_000004,USER_0081,2025-11-29 09:53:40,MERCH_0283,Merchant_0282,Others,Kitchenware,8291.86,196.19,19.0,675,UPI,Successful,Android,Urban,INR,2025-11-29 09:53:40
TXN_20251129_000005,USER_0104,2025-11-29 08:29:40,MERCH_0195,Merchant_0194,Entertainment,IPL Match Ticket,1430.6,29.4,19.1,73,Credit Card,Successful,iOS,Urban,INR,2025-11-29 08:29:40
TXN_20251129_000006,USER_0747,2025-11-29 05:29:24,MERCH_0126,Merchant_0125,Travel,Cab Ride 20km,1430.62,36.15,55.51,116,UPI,Successful,Android,Urban,INR,2025-11-29 05:29:24
TXN_20251129_000007,USER_0217,2025-11-29 18:56:45,MERCH_0468,Merchant_0467,Entertainment,Game CD,8771.06,217.8,401.08,601,UPI,Successful,Android,Urban,INR,2025-11-29 18:56:45
TXN_20251129_000008,USER_0270,2025-11-29 18:27:57,MERCH_0383,Merchant_0382,Others,Tools Set,3894.94,79.57,0.0,0,UPI,Pending,Android,Suburban,INR,2025-11-29 18:27:57
TXN_20251129_000009,USER_0882,2025-11-29 04:40:10,MERCH_0057,Merchant_0056,Health,Vitamin Supplements,1130.62,23.48,26.46,90,UPI,Successful,Web,Urban,INR,2025-11-29 04:40:10
TXN_20251129_000010,USER_0118,2025-11-29 17:48:17,MERCH_0350,Merchant_0349,Entertainment,Concert Pass,3110.57,60.35,0.5,180,Credit Card,Successful,Web,Suburban,INR,2025-11-29 17:48:17
TXN_20251129_000011,USER_0520,2025-11-29 03:55:40,MERCH_0468,Merchant_0467,Travel,Cab Ride 20km,1137.49,19.67,30.68,63,UPI,Successful,Android,Urban,INR,2025-11-29 03:55:40
TXN_20251129_000012,USER_0020,2025-11-29 11:56:53,MERCH_0058,Merchant_0057,Travel,Cab Ride 20km,1134.87,18.01,53.73,104,UPI,Successful,Android,Suburban,INR,2025-11-29 11:56:53
TXN_20251129_000013,USER_0785,2025-11-29 04:42:30,MERCH_0065,Merchant_0064,Bills,Gas Cylinder,2302.99,43.7,48.72,190,UPI,Successful,iOS,Urban,INR,2025-11-29 04:42:30
TXN_20251129_000014,USER_0320,2025-11-29 21:41:23,MERCH_0205,Merchant_0204,Education,Study Lamp,266.86,4.49,4.51,16,UPI,Successful,Android,Urban,INR,2025-11-29 21:41:23
TXN_20251129_000015,USER_0647,2025-11-29 07:04:57,MERCH_0031,TravelMate,Electronics,Sony WH-1000XM5,322.17,5.17,10.78,26,UPI,Successful,Web,Urban,INR,2025-11-29 07:04:57
TXN_20251129_000016,USER_0485,2025-11-29 15:51:26,MERCH_0125,Merchant_0124,Groceries,Wheat Flour 10kg,1030.41,16.95,21.82,70,Credit Card,Successful,iOS,Rural,INR,2025-11-29 15:51:26
TXN_20251129_000017,USER_0101,2025-11-29 12:46:21,MERCH_0032,EntertainPlus,Fashion,H&M T-Shirt,656.66,11.74,4.6,55,UPI,Successful,iOS,Urban,INR,2025-11-29 12:46:21
TXN_20251129_000018,USER_0828,2025-11-29 17:06:03,MERCH_0442,Merchant_0441,Bills,Electricity Bill,2475.62,73.12,105.05,212,UPI,Successful,Android,Urban,INR,2025-11-29 17:06:03
TXN_20251129_000019,USER_0061,2025-11-29 12:00:24,MERCH_0085,Merchant_0084,Travel,Metro Card Recharge,729.22,14.06,26.63,40,Credit Card,Successful,Android,Urban,INR,2025-11-29 12:00:24
TXN_20251129_000020,USER_0223,2025-11-29 01:37:47,MERCH_0496,Merchant_0495,Bills,Electricity Bill,440.41,11.55,12.86,29,Debit Card,Successful,Android,Rural,INR,2025-11-29 01:37:47
TXN_20251129_000021,USER_0083,2025-11-29 05:04:38,MERCH_0436,Merchant_0435,Fashion,H&M T-Shirt,7829.46,164.86,223.01,495,UPI,Successful,Android,Urban,INR,2025-11-29 05:04:38
TXN_20251129_000022,USER_0579,2025-11-29 10:59:16,MERCH_0268,Merchant_0267,Groceries,Milk 2L,1442.63,26.8,48.45,110,UPI,Successful,iOS,Urban,INR,2025-11-29 10:59:16
TXN_20251129_000023,USER_0470,2025-11-29 18:06:04,MERCH_0319,Merchant_0318,Bills,Mobile Recharge,1934.35,43.69,33.76,180,UPI,Successful,Android,Urban,INR,2025-11-29 18:06:04
TXN_20251129_000024,USER_0557,2025-11-29 09:39:51,MERCH_0361,Merchant_0360,Bills,Electricity Bill,434.96,10.88,20.26,39,Debit Card,Successful,Android,Suburban,INR,2025-11-29 09:39:51
TXN_20251129_000025,USER_0761,2025-11-29 04:17:18,MERCH_0284,Merchant_0283,Others,Plants,1049.03,27.03,33.27,82,UPI,Successful,Web,Suburban,INR,2025-11-29 04:17:18
TXN_20251129_000026,USER_0095,2025-11-29 13:53:17,MERCH_0325,Merchant_0324,Electronics,Samsung Galaxy S23,2020.14,40.41,98.97,173,UPI,Successful,iOS,Urban,INR,2025-11-29 13:53:17
TXN_20251129_000027,USER_0115,2025-11-29 22:57:09,MERCH_0039,Merchant_0038,Bills,Electricity Bill,571.92,15.74,4.23,50,UPI,Successful,iOS,Suburban,INR,2025-11-29 22:57:09
TXN_20251129_000028,USER_0882,2025-11-29 11:13:43,MERCH_0021,Paytm Mall,Groceries,Wheat Flour 10kg,2632.52,53.45,115.13,133,Credit Card,Successful,Web,Urban,INR,2025-11-29 11:13:43
TXN_20251129_000029,USER_0167,2025-11-29 05:56:26,MERCH_0500,Merchant_0499,Electronics,OnePlus 11,991.64,25.83,46.15,55,Debit Card,Successful,iOS,Urban,INR,2025-11-29 05:56:26
TXN_20251129_000030,USER_0807,2025-11-29 03:24:55,MERCH_0360,Merchant_0359,Electronics,"Samsung 55"" TV",1350.6,24.77,31.08,103,Debit Card,Successful,Android,Urban,INR,2025-11-29 03:24:55
TXN_20251129_000031,USER_0198,2025-11-29 10:17:55,MERCH_0205,Merchant_0204,Fashion,Zara Dress,990.58,20.08,33.66,53,UPI,Successful,Android,Suburban,INR,2025-11-29 10:17:55
TXN_20251129_000032,USER_0268,2025-11-29 18:16:02,MERCH_0092,Merchant_0091,Fashion,Fastrack Watch,11525.05,232.64,251.47,580,UPI,Successful,iOS,Urban,INR,2025-11-29 18:16:02
TXN_20251129_000033,USER_0046,2025-11-29 13:00:33,MERCH_0363,Merchant_0362,Bills,Mobile Recharge,1783.8,36.5,59.24,134,UPI,Successful,iOS,Suburban,INR,2025-11-29 13:00:33
